"county","cz","czname"
5131,30100,"Fort Smith"
23027,20001,"Bangor"
23019,20001,"Bangor"
23021,20001,"Bangor"
23009,20001,"Bangor"
23013,20001,"Bangor"
48053,31202,"Burnet"
48299,31202,"Burnet"
22035,3902,"Lake Providence"
22123,3902,"Lake Providence"
48005,32201,"Huntsville"
48225,32201,"Huntsville"
48471,32201,"Huntsville"
48313,32201,"Huntsville"
48455,32201,"Huntsville"
47073,100,"Johnson City"
47163,100,"Johnson City"
47019,100,"Johnson City"
47179,100,"Johnson City"
51169,100,"Johnson City"
47059,100,"Johnson City"
47171,100,"Johnson City"
51173,100,"Johnson City"
51191,100,"Johnson City"
51520,100,"Johnson City"
26109,11402,"Marinette"
26071,11402,"Marinette"
55037,11402,"Marinette"
26043,11402,"Marinette"
55075,11402,"Marinette"
47023,4901,"Jackson"
47069,4901,"Jackson"
47033,4901,"Jackson"
47113,4901,"Jackson"
47053,4901,"Jackson"
20105,29104,"Salina"
20143,29104,"Salina"
20169,29104,"Salina"
47161,5900,"Clarksville"
47083,5900,"Clarksville"
47125,5900,"Clarksville"
21221,5900,"Clarksville"
21219,5900,"Clarksville"
21047,5900,"Clarksville"
24015,19800,"Wilmington"
10003,19800,"Wilmington"
20065,29007,"Township 11"
20163,29007,"Township 11"
20015,29301,"Wichita"
20191,29301,"Wichita"
20095,29301,"Wichita"
20077,29301,"Wichita"
20173,29301,"Wichita"
48155,32604,"Vernon"
48197,32604,"Vernon"
48487,32604,"Vernon"
2020,34102,"Anchorage"
2122,34102,"Anchorage"
2170,34102,"Anchorage"
51167,11201,"Bluefield"
51027,11201,"Bluefield"
51197,11201,"Bluefield"
54055,11201,"Bluefield"
51021,11201,"Bluefield"
51185,11201,"Bluefield"
38043,26204,"Steele"
48357,31005,"Perryton"
48295,31005,"Perryton"
48195,31005,"Perryton"
26123,12200,"Grand Rapids"
26139,12200,"Grand Rapids"
26127,12200,"Grand Rapids"
26067,12200,"Grand Rapids"
26081,12200,"Grand Rapids"
26117,12200,"Grand Rapids"
26005,12200,"Grand Rapids"
26121,12200,"Grand Rapids"
49011,36100,"Salt Lake City"
49029,36100,"Salt Lake City"
49057,36100,"Salt Lake City"
49035,36100,"Salt Lake City"
49043,36100,"Salt Lake City"
49051,36100,"Salt Lake City"
49045,36100,"Salt Lake City"
19085,28202,"Omaha"
31025,28202,"Omaha"
19129,28202,"Omaha"
31055,28202,"Omaha"
31153,28202,"Omaha"
31155,28202,"Omaha"
19155,28202,"Omaha"
31053,28202,"Omaha"
31177,28202,"Omaha"
27045,21701,"Rochester"
27039,21701,"Rochester"
27109,21701,"Rochester"
27049,21701,"Rochester"
27157,21701,"Rochester"
46097,26502,"Madison"
46079,26502,"Madison"
20013,29201,"Hiawatha"
20131,29201,"Hiawatha"
55097,22700,"Wausau"
55001,22700,"Wausau"
55119,22700,"Wausau"
55073,22700,"Wausau"
55141,22700,"Wausau"
55069,22700,"Wausau"
55019,22700,"Wausau"
6089,36600,"Redding"
6103,36600,"Redding"
18077,13102,"Madison"
21041,13102,"Madison"
21223,13102,"Madison"
31077,27002,"Ord"
31071,27002,"Ord"
31175,27002,"Ord"
31115,27002,"Ord"
31043,28001,"Sioux City"
31179,28001,"Sioux City"
31051,28001,"Sioux City"
19149,28001,"Sioux City"
19193,28001,"Sioux City"
19133,28001,"Sioux City"
46127,28001,"Sioux City"
45009,8201,"Barnwell"
45049,8201,"Barnwell"
45005,8201,"Barnwell"
45011,8201,"Barnwell"
2130,34111,"Ketchikan"
53025,38501,"Moses Lake"
53001,38501,"Moses Lake"
54103,15600,"Wheeling"
39111,15600,"Wheeling"
54051,15600,"Wheeling"
54095,15600,"Wheeling"
39013,15600,"Wheeling"
54069,15600,"Wheeling"
25005,20401,"Providence"
44009,20401,"Providence"
44007,20401,"Providence"
44001,20401,"Providence"
44005,20401,"Providence"
44003,20401,"Providence"
27095,21400,"St. Cloud"
27009,21400,"St. Cloud"
27145,21400,"St. Cloud"
27141,21400,"St. Cloud"
16029,36403,"Soda Springs"
16007,36403,"Soda Springs"
29011,29902,"Center"
29039,29902,"Center"
29057,29902,"Center"
29217,29902,"Center"
37001,500,"Greensboro"
37057,500,"Greensboro"
37151,500,"Greensboro"
37033,500,"Greensboro"
51143,500,"Greensboro"
37081,500,"Greensboro"
51590,500,"Greensboro"
37157,500,"Greensboro"
15005,34703,"Kahului"
15009,34703,"Kahului"
48369,30901,"Clovis"
35009,30901,"Clovis"
35041,30901,"Clovis"
45055,8000,"Sumter"
45085,8000,"Sumter"
45061,8000,"Sumter"
45027,8000,"Sumter"
30017,34305,"Miles City"
30079,34305,"Miles City"
48481,31900,"Pearland"
48039,31900,"Pearland"
48321,31900,"Pearland"
24001,17501,"Cumberland"
54057,17501,"Cumberland"
54031,17501,"Cumberland"
24023,17501,"Cumberland"
54023,17501,"Cumberland"
36041,18500,"Amsterdam"
36057,18500,"Amsterdam"
36035,18500,"Amsterdam"
17029,23301,"Charleston"
17035,23301,"Charleston"
17023,23301,"Charleston"
17045,23301,"Charleston"
46129,26604,"Mobridge"
46021,26604,"Mobridge"
2060,34104,"Bristol Bay"
46055,27603,"Southwest Jackson UT"
46071,27603,"Southwest Jackson UT"
17131,23801,"Davenport"
17161,23801,"Davenport"
17175,23801,"Davenport"
17073,23801,"Davenport"
19163,23801,"Davenport"
12131,10900,"Pensacola"
12033,10900,"Pensacola"
12091,10900,"Pensacola"
12113,10900,"Pensacola"
20137,28602,"Norton"
5063,25105,"Batesville"
5065,25105,"Batesville"
5135,25105,"Batesville"
29019,29601,"Columbia"
29089,29601,"Columbia"
29051,29601,"Columbia"
29151,29601,"Columbia"
29053,29601,"Columbia"
29135,29601,"Columbia"
29027,29601,"Columbia"
13183,8701,"Hinesville"
13109,8701,"Hinesville"
13305,8701,"Hinesville"
13179,8701,"Hinesville"
13267,8701,"Hinesville"
46039,26504,"Watertown"
46025,26504,"Watertown"
46029,26504,"Watertown"
46057,26504,"Watertown"
48143,32702,"Stephenville"
48093,32702,"Stephenville"
48193,32702,"Stephenville"
51660,17200,"Harrisonburg"
51171,17200,"Harrisonburg"
54071,17200,"Harrisonburg"
51139,17200,"Harrisonburg"
51165,17200,"Harrisonburg"
29023,25702,"Poplar Bluff"
29223,25702,"Poplar Bluff"
29181,25702,"Poplar Bluff"
29035,25702,"Poplar Bluff"
30091,26407,"Plentywood"
27057,26701,"Bemidji"
27005,26701,"Bemidji"
27007,26701,"Bemidji"
27087,26701,"Bemidji"
27029,26701,"Bemidji"
22055,3800,"Lafayette"
22113,3800,"Lafayette"
22099,3800,"Lafayette"
22039,3800,"Lafayette"
22097,3800,"Lafayette"
22045,3800,"Lafayette"
22001,3800,"Lafayette"
48163,31502,"Pearsall"
48283,31502,"Pearsall"
13003,8601,"Waycross"
13229,8601,"Waycross"
13069,8601,"Waycross"
13299,8601,"Waycross"
13065,8601,"Waycross"
13005,8601,"Waycross"
41003,38901,"Eugene"
41047,38901,"Eugene"
41043,38901,"Eugene"
41039,38901,"Eugene"
41053,38901,"Eugene"
41071,38901,"Eugene"
13045,9600,"LaGrange"
1017,9600,"LaGrange"
13143,9600,"LaGrange"
13077,9600,"LaGrange"
13285,9600,"LaGrange"
1029,9600,"LaGrange"
1015,9600,"LaGrange"
13149,9600,"LaGrange"
1111,9600,"LaGrange"
8085,35201,"Grand Junction"
8113,35201,"Grand Junction"
8029,35201,"Grand Junction"
8091,35201,"Grand Junction"
8077,35201,"Grand Junction"
2185,34113,"Barrow"
17059,25602,"Harrisburg"
17069,25602,"Harrisburg"
17165,25602,"Harrisburg"
28071,4702,"Clarksdale"
28135,4702,"Clarksdale"
28161,4702,"Clarksdale"
28027,4702,"Clarksdale"
28107,4702,"Clarksdale"
28119,4702,"Clarksdale"
23001,20100,"Portland"
23023,20100,"Portland"
23011,20100,"Portland"
23017,20100,"Portland"
23015,20100,"Portland"
23005,20100,"Portland"
23007,20100,"Portland"
23025,20100,"Portland"
28019,10502,"Starkville"
28105,10502,"Starkville"
28159,10502,"Starkville"
28025,10502,"Starkville"
28155,10502,"Starkville"
41005,38801,"Portland"
41051,38801,"Portland"
41009,38801,"Portland"
53011,38801,"Portland"
41067,38801,"Portland"
53059,38801,"Portland"
12053,6700,"Tampa"
12103,6700,"Tampa"
12101,6700,"Tampa"
12057,6700,"Tampa"
33013,20600,"Manchester"
23031,20600,"Manchester"
33003,20600,"Manchester"
33015,20600,"Manchester"
33011,20600,"Manchester"
33017,20600,"Manchester"
33001,20600,"Manchester"
17151,25401,"Paducah"
17127,25401,"Paducah"
21039,25401,"Paducah"
21145,25401,"Paducah"
21007,25401,"Paducah"
21157,25401,"Paducah"
21139,25401,"Paducah"
42015,18900,"Williamsport"
42035,18900,"Williamsport"
42113,18900,"Williamsport"
42081,18900,"Williamsport"
1053,11002,"Atmore"
1099,11002,"Atmore"
1035,11002,"Atmore"
35003,34902,"Socorro"
35053,34902,"Socorro"
26085,12001,"Big Rapids"
26165,12001,"Big Rapids"
26107,12001,"Big Rapids"
26113,12001,"Big Rapids"
26133,12001,"Big Rapids"
47081,5500,"Columbia"
47055,5500,"Columbia"
47117,5500,"Columbia"
47119,5500,"Columbia"
47101,5500,"Columbia"
54101,16802,"Summersville"
54007,16802,"Summersville"
54067,16802,"Summersville"
54021,16802,"Summersville"
49053,35901,"St. George"
49001,35901,"St. George"
49021,35901,"St. George"
21085,13000,"Elizabethtown"
21123,13000,"Elizabethtown"
21027,13000,"Elizabethtown"
21093,13000,"Elizabethtown"
21163,13000,"Elizabethtown"
38095,26303,"Turtle Mountain UT"
38079,26303,"Turtle Mountain UT"
40017,33803,"Oklahoma City"
40081,33803,"Oklahoma City"
40133,33803,"Oklahoma City"
40125,33803,"Oklahoma City"
40109,33803,"Oklahoma City"
40027,33803,"Oklahoma City"
40083,33803,"Oklahoma City"
40087,33803,"Oklahoma City"
40073,33803,"Oklahoma City"
27043,27302,"Fairmont"
19063,27302,"Fairmont"
27091,27302,"Fairmont"
21051,4401,"London"
21235,4401,"London"
21121,4401,"London"
21125,4401,"London"
21021,12903,"Danville"
21167,12903,"Danville"
21137,12903,"Danville"
21079,12903,"Danville"
8095,28301,"Sterling"
8125,28301,"Sterling"
8075,28301,"Sterling"
8121,28301,"Sterling"
48023,32603,"Seymour"
29117,26102,"Marshall"
29195,26102,"Marshall"
29033,26102,"Marshall"
39129,15900,"Columbus"
39073,15900,"Columbus"
39041,15900,"Columbus"
39097,15900,"Columbus"
39049,15900,"Columbus"
39159,15900,"Columbus"
39045,15900,"Columbus"
39083,15900,"Columbus"
39089,15900,"Columbus"
29081,29506,"Bethany"
29227,29506,"Bethany"
29075,29506,"Bethany"
27073,27101,"Willmar"
27067,27101,"Willmar"
27173,27101,"Willmar"
27023,27101,"Willmar"
27151,27101,"Willmar"
29109,29800,"Aurora"
29209,29800,"Aurora"
29009,29800,"Aurora"
29213,29800,"Aurora"
47141,6302,"Cookeville"
47087,6302,"Cookeville"
47133,6302,"Cookeville"
47137,6302,"Cookeville"
56011,34601,"Gillette"
56005,34601,"Gillette"
56045,34601,"Gillette"
15001,35600,"Hilo"
27085,21201,"Hutchinson"
27143,21201,"Hutchinson"
27093,21201,"Hutchinson"
18123,14700,"Evansville"
17185,14700,"Evansville"
18173,14700,"Evansville"
18129,14700,"Evansville"
18037,14700,"Evansville"
18051,14700,"Evansville"
18163,14700,"Evansville"
18147,14700,"Evansville"
18125,14700,"Evansville"
27075,26002,"Duluth"
27137,26002,"Duluth"
27017,26002,"Duluth"
55031,26002,"Duluth"
19011,22200,"Cedar Rapids"
19113,22200,"Cedar Rapids"
19105,22200,"Cedar Rapids"
19095,22200,"Cedar Rapids"
45013,8800,"Savannah"
13029,8800,"Savannah"
13051,8800,"Savannah"
13103,8800,"Savannah"
45053,8800,"Savannah"
41025,36502,"Burns"
12051,7100,"Port St. Lucie"
12099,7100,"Port St. Lucie"
12093,7100,"Port St. Lucie"
12043,7100,"Port St. Lucie"
12085,7100,"Port St. Lucie"
12111,7100,"Port St. Lucie"
18117,14600,"Bloomington"
18055,14600,"Bloomington"
18119,14600,"Bloomington"
18027,14600,"Bloomington"
18101,14600,"Bloomington"
18105,14600,"Bloomington"
18093,14600,"Bloomington"
22049,4003,"Ruston"
22061,4003,"Ruston"
22127,4003,"Ruston"
56013,34303,"Riverton"
55085,21004,"Rhinelander"
55125,21004,"Rhinelander"
55041,21004,"Rhinelander"
16051,36301,"Pocatello"
16065,36301,"Pocatello"
16033,36301,"Pocatello"
16019,36301,"Pocatello"
16077,36301,"Pocatello"
16023,36301,"Pocatello"
16011,36301,"Pocatello"
16043,36301,"Pocatello"
16005,36301,"Pocatello"
53037,39000,"Yakima"
53077,39000,"Yakima"
6115,37300,"Chico"
6011,37300,"Chico"
6007,37300,"Chico"
6101,37300,"Chico"
6021,37300,"Chico"
20111,29402,"Emporia"
20017,29402,"Emporia"
20031,29402,"Emporia"
30015,34203,"Great Falls"
30013,34203,"Great Falls"
30045,34203,"Great Falls"
30099,34203,"Great Falls"
38083,26305,"Rugby"
38103,26305,"Rugby"
38069,26305,"Rugby"
17011,23900,"Peoria"
17155,23900,"Peoria"
17125,23900,"Peoria"
17203,23900,"Peoria"
17179,23900,"Peoria"
17099,23900,"Peoria"
17123,23900,"Peoria"
17143,23900,"Peoria"
46069,27010,"Miller"
46059,27010,"Miller"
28091,3101,"McComb"
28113,3101,"McComb"
28005,3101,"McComb"
28157,3101,"McComb"
28147,3101,"McComb"
19089,21802,"Decorah"
19037,21802,"Decorah"
19131,21802,"Decorah"
19191,21802,"Decorah"
19067,21802,"Decorah"
36069,18000,"Buffalo"
36029,18000,"Buffalo"
36073,18000,"Buffalo"
36123,18000,"Buffalo"
36055,18000,"Buffalo"
36099,18000,"Buffalo"
36037,18000,"Buffalo"
36117,18000,"Buffalo"
36063,18000,"Buffalo"
36121,18000,"Buffalo"
36051,18000,"Buffalo"
42007,16300,"Pittsburgh"
42059,16300,"Pittsburgh"
42063,16300,"Pittsburgh"
42019,16300,"Pittsburgh"
42051,16300,"Pittsburgh"
42003,16300,"Pittsburgh"
42125,16300,"Pittsburgh"
42005,16300,"Pittsburgh"
42129,16300,"Pittsburgh"
48265,31303,"Kerrville"
48171,31303,"Kerrville"
13265,8402,"Washington"
13181,8402,"Washington"
13133,8402,"Washington"
13317,8402,"Washington"
29079,26104,"Trenton"
29129,26104,"Trenton"
48095,32302,"Brady"
48399,32302,"Brady"
48307,32302,"Brady"
28073,2900,"Hattiesburg"
28111,2900,"Hattiesburg"
28035,2900,"Hattiesburg"
28031,2900,"Hattiesburg"
28065,2900,"Hattiesburg"
51510,11304,"Washington DC"
51157,11304,"Washington DC"
11001,11304,"Washington DC"
51610,11304,"Washington DC"
24009,11304,"Washington DC"
51061,11304,"Washington DC"
24021,11304,"Washington DC"
51600,11304,"Washington DC"
51153,11304,"Washington DC"
24033,11304,"Washington DC"
24031,11304,"Washington DC"
51685,11304,"Washington DC"
51013,11304,"Washington DC"
24037,11304,"Washington DC"
24017,11304,"Washington DC"
51059,11304,"Washington DC"
51107,11304,"Washington DC"
51187,11304,"Washington DC"
51683,11304,"Washington DC"
6091,37603,"Portola"
6063,37603,"Portola"
46061,27006,"Mitchell"
46035,27006,"Mitchell"
46003,27006,"Mitchell"
46111,27006,"Mitchell"
53047,38602,"Colville"
53065,38602,"Colville"
53019,38602,"Colville"
13171,9200,"Griffin"
13293,9200,"Griffin"
13231,9200,"Griffin"
13255,9200,"Griffin"
13035,9200,"Griffin"
24510,11302,"Baltimore"
24005,11302,"Baltimore"
24013,11302,"Baltimore"
24003,11302,"Baltimore"
24027,11302,"Baltimore"
24025,11302,"Baltimore"
20165,29004,"Great Bend"
20009,29004,"Great Bend"
20145,29004,"Great Bend"
20185,29004,"Great Bend"
20047,29004,"Great Bend"
26089,12301,"Traverse City"
26009,12301,"Traverse City"
26079,12301,"Traverse City"
26019,12301,"Traverse City"
26055,12301,"Traverse City"
38057,26201,"Bismarck"
38015,26201,"Bismarck"
38055,26201,"Bismarck"
38065,26201,"Bismarck"
38059,26201,"Bismarck"
34007,19700,"Philadelphia"
42101,19700,"Philadelphia"
34009,19700,"Philadelphia"
34005,19700,"Philadelphia"
42029,19700,"Philadelphia"
34015,19700,"Philadelphia"
34011,19700,"Philadelphia"
42091,19700,"Philadelphia"
42045,19700,"Philadelphia"
42017,19700,"Philadelphia"
34033,19700,"Philadelphia"
34001,19700,"Philadelphia"
20187,31002,"Ulysses"
20189,31002,"Ulysses"
20067,31002,"Ulysses"
13275,10102,"Thomasville"
13131,10102,"Thomasville"
17189,25500,"Centralia"
17065,25500,"Centralia"
17027,25500,"Centralia"
17121,25500,"Centralia"
17081,25500,"Centralia"
1013,11101,"Montgomery"
1085,11101,"Montgomery"
1001,11101,"Montgomery"
1051,11101,"Montgomery"
1101,11101,"Montgomery"
53041,39400,"Seattle"
53061,39400,"Seattle"
53029,39400,"Seattle"
53033,39400,"Seattle"
53035,39400,"Seattle"
53045,39400,"Seattle"
53057,39400,"Seattle"
53053,39400,"Seattle"
53067,39400,"Seattle"
26159,12100,"Kalamazoo"
26015,12100,"Kalamazoo"
26025,12100,"Kalamazoo"
26077,12100,"Kalamazoo"
30059,34309,"Harlowton"
30107,34309,"Harlowton"
34037,19600,"Newark"
34039,19600,"Newark"
34023,19600,"Newark"
34017,19600,"Newark"
34035,19600,"Newark"
34027,19600,"Newark"
34013,19600,"Newark"
34003,19600,"Newark"
34041,19600,"Newark"
34031,19600,"Newark"
36087,19600,"Newark"
34019,19600,"Newark"
34021,19600,"Newark"
13167,9003,"Dublin"
13303,9003,"Dublin"
13175,9003,"Dublin"
28145,5201,"New Albany"
28009,5201,"New Albany"
28139,5201,"New Albany"
1033,6200,"Florence"
47099,6200,"Florence"
47181,6200,"Florence"
1077,6200,"Florence"
1059,6200,"Florence"
48057,31101,"Victoria"
48123,31101,"Victoria"
48469,31101,"Victoria"
48239,31101,"Victoria"
48285,31101,"Victoria"
48175,31101,"Victoria"
5069,4102,"Pine Bluff"
5079,4102,"Pine Bluff"
5041,4102,"Pine Bluff"
5025,4102,"Pine Bluff"
5017,4102,"Pine Bluff"
5011,4102,"Pine Bluff"
5043,4102,"Pine Bluff"
36031,18400,"Plattsburgh"
36019,18400,"Plattsburgh"
36033,18400,"Plattsburgh"
48383,32401,"Big Spring"
48115,32401,"Big Spring"
48173,32401,"Big Spring"
48033,32401,"Big Spring"
48227,32401,"Big Spring"
2150,34108,"Kodiak"
30097,34402,"Bozeman"
30031,34402,"Bozeman"
30067,34402,"Bozeman"
30057,34402,"Bozeman"
31181,27901,"Hastings"
31001,27901,"Hastings"
31035,27901,"Hastings"
41013,39203,"Bend"
41017,39203,"Bend"
41031,39203,"Bend"
31057,28606,"Wano"
20023,28606,"Wano"
49025,35401,"Flagstaff"
4005,35401,"Flagstaff"
4025,35401,"Flagstaff"
8093,28900,"Denver"
8059,28900,"Denver"
8013,28900,"Denver"
8031,28900,"Denver"
8014,28900,"Denver"
8001,28900,"Denver"
8047,28900,"Denver"
8019,28900,"Denver"
8035,28900,"Denver"
8039,28900,"Denver"
8005,28900,"Denver"
48435,32304,"Uvalde"
48137,32304,"Uvalde"
48385,32304,"Uvalde"
48463,32304,"Uvalde"
35017,30604,"Deming"
35023,30604,"Deming"
35029,30604,"Deming"
38081,26802,"Lisbon"
38021,26802,"Lisbon"
38073,26802,"Lisbon"
50009,20301,"Berlin"
33007,20301,"Berlin"
50005,20301,"Berlin"
50019,20301,"Berlin"
31139,27801,"Virginia Beach"
31119,27801,"Virginia Beach"
31003,27801,"Virginia Beach"
31167,27801,"Virginia Beach"
8087,28800,"Fort Collins"
8123,28800,"Fort Collins"
8069,28800,"Fort Collins"
16049,38401,"Lewiston"
16069,38401,"Lewiston"
16035,38401,"Lewiston"
53003,38401,"Lewiston"
53023,38401,"Lewiston"
16061,38401,"Lewiston"
12041,7900,"Gainesville"
12007,7900,"Gainesville"
12029,7900,"Gainesville"
12075,7900,"Gainesville"
12125,7900,"Gainesville"
12001,7900,"Gainesville"
39017,12701,"Cincinnati"
21077,12701,"Cincinnati"
39015,12701,"Cincinnati"
39001,12701,"Cincinnati"
21117,12701,"Cincinnati"
21081,12701,"Cincinnati"
21015,12701,"Cincinnati"
21037,12701,"Cincinnati"
39061,12701,"Cincinnati"
39025,12701,"Cincinnati"
21191,12701,"Cincinnati"
39165,12701,"Cincinnati"
39115,15400,"Zanesville"
39059,15400,"Zanesville"
39119,15400,"Zanesville"
39127,15400,"Zanesville"
39121,15400,"Zanesville"
27155,26601,"Milbank"
27011,26601,"Milbank"
46051,26601,"Milbank"
26149,13700,"Concord"
18039,13700,"Concord"
18087,13700,"Concord"
18113,13700,"Concord"
26023,13700,"Concord"
8049,28703,"Granby"
18057,14200,"Indianapolis"
18139,14200,"Indianapolis"
18081,14200,"Indianapolis"
18059,14200,"Indianapolis"
18013,14200,"Indianapolis"
18109,14200,"Indianapolis"
18011,14200,"Indianapolis"
18145,14200,"Indianapolis"
18097,14200,"Indianapolis"
18063,14200,"Indianapolis"
4027,38100,"Yuma"
6025,38100,"Yuma"
